"phoneNumber","id","city","gender","age","prevCalls","topic","Product","totalTime","totalCalls","season"
500022558,"1650403994636","Haifa","Male","18","1","report","Internet,Cellular",134.066,114,"Holidays"
532211887,"1650403940420","Jerusalem","Male","18","7","join","Internet,Cables",187.878,116,"Holidays"
529966524,"1650403991428","Naharia","Male","18","14","report","Internet,Cables,Cellular",138.165,113,"Holidays"
532211887,"1650403994777","Jerusalem","Male","18","7","join","Internet,Cables",135.857,111,"Holidays"
500022558,"1650404132091","Haifa","Male","18","1","report","Internet,Cellular",2.339,108,"Holidays"
524563218,"1650404131480","Ramat gan","Male","18","2","service","Cables",2.662,110,"Holidays"
502255223,"1650404131771","Ramat hasharon","Male","18","6","disconnect","Internet,Cables",2.515,109,"Holidays"
502211864,"1650404132397","Kfar bara","Male","18","3","service","Internet,Cables,Cellular",2.191,107,"Holidays"
545698745,"1650404131627","Rishon lezion","Female","18","2","report","Internet,Cellular",3.768,106,"Holidays"
545698745,"1650404131935","Rishon lezion","Female","18","2","report","Internet,Cellular",4.603,105,"Holidays"
523322665,"1650404132582","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",4.213,104,"Holidays"
547414741,"1650404132246","Tel sheva","Male","18","2","service","Internet,Cellular",661.881,103,"Holidays"
549632541,"1650404138165","Beer sheva","Female","18","1","join","Cellular",656.701,101,"Holidays"
549922125,"1650404138474","Ofakim","Female","18","1","disconnect","Cellular,Cables",656.759,100,"Holidays"
532211887,"1650404793275","Jerusalem","Male","18","7","join","Internet,Cables",3.002,98,"Holidays"
525588552,"1650404793134","Omer","Male","18","1","join","Cables",2.449,99,"Holidays"
523322665,"1650404132867","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",661.54,102,"Holidays"
549922125,"1650404132710","Ofakim","Female","18","1","disconnect","Cellular,Cables",935.373,97,"Holidays"
547414741,"1650404138008","Tel sheva","Male","18","2","service","Internet,Cellular",930.819,96,"Holidays"
502211864,"1650404138322","Kfar bara","Male","18","3","service","Internet,Cables,Cellular",930.892,95,"Holidays"
524563218,"1650405065829","Ramat gan","Male","18","2","service","Cables",4.254,93,"Holidays"
502255223,"1650404792993","Ramat hasharon","Male","18","6","disconnect","Internet,Cables",276.679,94,"Holidays"
502211864,"1650405065973","Kfar bara","Male","18","3","service","Internet,Cables,Cellular",4.511,92,"Holidays"
555566558,"1650405066132","Holon","Male","18","55","report","Internet,Cellular",4.909,91,"Holidays"
535554447,"1650405066289","Ariel","Male","18","7","join","Cables",5.155,90,"Holidays"
502255749,"1650405066446","Tel Aviv","Female","18","3","join","Internet,Cables",5.423,89,"Holidays"
502255749,"1650405066746","Tel Aviv","Female","18","3","join","Internet,Cables",5.985,87,"Holidays"
541425142,"1650405066611","Acre","Female","18","1","report","Internet,Cellular",5.659,88,"Holidays"
545789999,"1650405066915","Raanana","Male","26","2","join","Cables,Cellular",325.02,86,"Holidays"
525588552,"1650405389687","Omer","Male","18","1","join","Cables",2.869,84,"Holidays"
555544554,"1650405389382","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.823,85,"Holidays"
545789999,"1650405390664","Raanana","Male","26","2","join","Cables,Cellular",2.9,81,"Holidays"
549922125,"1650405390338","Ofakim","Female","18","1","disconnect","Cellular,Cables",2.869,82,"Holidays"
555544554,"1650405390012","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.858,83,"Holidays"
525588552,"1650405390494","Omer","Male","18","1","join","Cables",4.792,77,"Holidays"
541425142,"1650405390969","Acre","Female","18","1","report","Internet,Cellular",2.921,80,"Holidays"
524563218,"1650405389845","Ramat gan","Male","18","2","service","Cables",5.096,78,"Holidays"
535554447,"1650405067062","Ariel","Male","18","7","join","Cables",327.579,79,"Holidays"
555566558,"1650405389518","Holon","Male","18","55","report","Internet,Cellular",7.655,75,"Holidays"
524563218,"1650405390169","Ramat gan","Male","18","2","service","Cables",5.773,76,"Holidays"
529966524,"1650405390825","Naharia","Male","18","14","report","Internet,Cables,Cellular",6.971,74,"Holidays"
539875412,"1650405398600","Kfar saba","Female","18","1","join","Internet",2.791,73,"Holidays"
532211887,"1650405399225","Jerusalem","Male","18","7","join","Internet,Cables",2.483,71,"Holidays"
524477115,"1650405398906","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",2.635,72,"Holidays"
527455886,"1650405399531","Ariel","Male","18","3","join","Internet,Cables",2.34,70,"Holidays"
539875412,"1650405399860","Kfar saba","Female","18","1","join","Internet",2.172,69,"Holidays"
555566558,"1650405400170","Holon","Male","18","55","report","Internet,Cellular",2.023,68,"Holidays"
535554447,"1650405400503","Ariel","Male","18","7","join","Cables",1.849,67,"Holidays"
524563218,"1650405398751","Ramat gan","Male","18","2","service","Cables",7.369,66,"Holidays"
525588552,"1650405400009","Omer","Male","18","1","join","Cables",6.43,64,"Holidays"
500022558,"1650405403914","Haifa","Male","18","1","report","Internet,Cellular",2.829,62,"Holidays"
555544554,"1650405405213","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.195,58,"Holidays"
539875412,"1650405399381","Kfar saba","Female","18","1","join","Internet",6.898,65,"Holidays"
524563218,"1650405404916","Ramat gan","Male","18","2","service","Cables",2.318,59,"Holidays"
524477115,"1650405404243","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",2.666,61,"Holidays"
539875412,"1650405403579","Kfar saba","Female","18","1","join","Internet",3.012,63,"Holidays"
549922125,"1650405404576","Ofakim","Female","18","1","disconnect","Cellular,Cables",2.495,60,"Holidays"
527455886,"1650405399070","Ariel","Male","18","3","join","Internet,Cables",10.787,57,"Holidays"
539875412,"1650405404743","Kfar saba","Female","18","1","join","Internet",5.604,54,"Holidays"
555544554,"1650405404054","Hod hasharon","Male","18","4","disconnect","Internet,Cables",6.129,55,"Holidays"
525588552,"1650405400330","Omer","Male","18","1","join","Cables",9.683,56,"Holidays"
545789999,"1650405404408","Raanana","Male","26","2","join","Cables,Cellular",6.887,52,"Holidays"
525488569,"1650405399708","Raanana","Male","18","3","join","Internet",11.427,53,"Holidays"
545698745,"1650405403743","Rishon lezion","Female","18","2","report","Internet,Cellular",8.131,51,"Holidays"
525488569,"1650405405082","Raanana","Male","18","3","join","Internet",7.37,50,"Holidays"
547414741,"1650405413588","Tel sheva","Male","18","2","service","Internet,Cellular",2.095,49,"Holidays"
538626154,"1650405414253","Raanana","Male","18","13","join","Internet,Cellular",1.758,47,"Holidays"
547414741,"1650405413925","Tel sheva","Male","18","2","service","Internet,Cellular",1.921,48,"Holidays"
500022558,"1650405414569","Haifa","Male","18","1","report","Internet,Cellular",1.607,46,"Holidays"
525588552,"1650405413757","Omer","Male","18","1","join","Cables",245.911,47,"Holidays"
524477115,"1650447989420","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",3.692,128,"Holidays"
524477115,"1650447989586","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",4.026,127,"Holidays"
529966524,"1650447989748","Naharia","Male","18","24","report","Internet,Cables,Cellular",4.364,126,"Holidays"
524563218,"1650447989910","Ramat gan","Male","18","13","service","Cables",5.024,125,"Holidays"
547414741,"1650447990086","Tel sheva","Male","18","14","service","Internet,Cellular",6.235,124,"Holidays"
524477115,"1650447990242","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",6.81,123,"Holidays"
547414741,"1650447990444","Tel sheva","Male","18","14","service","Internet,Cellular",7.304,122,"Holidays"
547414741,"1650447990600","Tel sheva","Male","18","14","service","Internet,Cellular",7.762,121,"Holidays"
535554447,"1650448522221","Ariel","Male","18","18","join","Cables",4.596,116,"Holidays"
549922125,"1650448528457","Ofakim","Female","18","14","disconnect","Cellular,Cables",121.149,112,"Holidays"
502255223,"1650448527981","Ramat hasharon","Male","18","17","disconnect","Internet,Cables",119.956,115,"Holidays"
529966524,"1650448769709","Naharia","Male","18","24","report","Internet,Cables,Cellular",1.562,111,"Holidays"
525488569,"1650448521723","Raanana","Male","18","14","join","Internet",3.218,119,"Holidays"
502211864,"1650448522051","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",3.888,117,"Holidays"
500022558,"1650448521879","Haifa","Male","18","11","report","Internet,Cellular",3.56,118,"Holidays"
523322665,"1650448895344","Zihron yaakov","Male","18","13","disconnect","Internet,Cables",163.775,107,"Normal days"
539875412,"1650448895516","Kfar saba","Female","18","12","join","Internet",164.355,106,"Normal days"
529966524,"1650448895842","Naharia","Male","18","24","report","Internet,Cables,Cellular",165.047,104,"Normal days"
527455886,"1650448896016","Ariel","Male","18","16","join","Internet,Cables",165.589,103,"Normal days"
538626154,"1650448895686","Raanana","Male","18","24","join","Internet,Cellular",164.659,105,"Normal days"
555566558,"1650448896170","Holon","Male","18","68","report","Internet,Cellular",166.011,102,"Normal days"
539875412,"1650449063698","Kfar saba","Female","18","12","join","Internet",2.489,101,"Normal days"
555566558,"1650449063864","Holon","Male","18","68","report","Internet,Cellular",2.793,100,"Normal days"
502255749,"1650449064189","Tel Aviv","Female","18","13","join","Internet,Cables",3.456,98,"Normal days"
529966524,"1650449064027","Naharia","Male","18","24","report","Internet,Cables,Cellular",3.108,99,"Normal days"
502211864,"1650449064350","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",4.027,97,"Normal days"
538626154,"1650449184210","Raanana","Male","18","24","join","Internet,Cellular",4.526,96,"Normal days"
545789999,"1650449184372","Raanana","Male","26","14","join","Cables,Cellular",4.878,95,"Normal days"
525488569,"1650449184538","Raanana","Male","18","14","join","Internet",5.408,94,"Normal days"
525488569,"1650449184690","Raanana","Male","18","14","join","Internet",5.76,93,"Normal days"
555566558,"1650449184842","Holon","Male","18","68","report","Internet,Cellular",6.364,92,"Normal days"
541425142,"1650449185008","Acre","Female","18","12","report","Internet,Cellular",6.738,91,"Normal days"
538626154,"1650449185174","Raanana","Male","18","24","join","Internet,Cellular",7.419,90,"Normal days"
549632541,"1650449185337","Beer sheva","Female","18","13","join","Cellular",8.294,89,"Normal days"
555566558,"1650449185502","Holon","Male","18","68","report","Internet,Cellular",10.258,88,"Normal days"
549632541,"1650449299550","Beer sheva","Female","18","13","join","Cellular",2.125,87,"Normal days"
555566558,"1650449299732","Holon","Male","18","68","report","Internet,Cellular",2.701,86,"Normal days"
555566558,"1650449299898","Holon","Male","18","68","report","Internet,Cellular",3.134,85,"Normal days"
524563218,"1650449300064","Ramat gan","Male","18","13","service","Cables",3.655,84,"Normal days"
535554447,"1650449300232","Ariel","Male","18","18","join","Cables",4.081,83,"Normal days"
502255749,"1650449656267","Tel Aviv","Female","18","13","join","Internet,Cables",2.648,80,"Normal days"
524477115,"1650449656433","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",3.04,79,"Normal days"
524477115,"1650449655551","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",2.016,82,"Normal days"
525488569,"1650449656099","Raanana","Male","18","14","join","Internet",2.28,81,"Normal days"
525588552,"1650451306500","Omer","Male","18","11","join","Cables",3.016,75,"Normal days"
535554447,"1650451306031","Ariel","Male","18","18","join","Cables",1.72,78,"Normal days"
500022558,"1650451306178","Haifa","Male","18","11","report","Internet,Cellular",2.102,77,"Normal days"
549632541,"1650451306338","Beer sheva","Female","18","13","join","Cellular",2.624,76,"Normal days"
555544554,"1650451584408","haifa","Male","18","16","service","Internet,Cables",2.466,63,"Normal days"
532211887,"1650451584722","Jerusalem","Male","18","20","join","Internet,Cables",6.676,61,"Summer vacation"
525588552,"1650451584116","Omer","Male","18","11","join","Cables",1.62,65,"Normal days"
524477115,"1650451584566","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",2.824,62,"Normal days"
502211864,"1650451584268","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",1.966,64,"Normal days"
502277495,"1650451858185","Hertzelia","Male","18","21","report","Internet,Cables",7.099,60,"Summer vacation"
529966524,"1650451858503","Naharia","Male","18","24","report","Internet,Cables,Cellular",6.943,59,"Summer vacation"
525488569,"1650451858341","Raanana","Male","18","14","join","Internet",7.83,58,"Summer vacation"
500022558,"1650451858675","Haifa","Male","18","11","service","Internet,Cellular",7.951,57,"Summer vacation"
527455886,"1650451858834","Ariel","Male","18","16","join","Internet,Cables",8.591,56,"Summer vacation"
525588552,"1650451858993","Omer","Male","18","11","join","Cables",9.056,55,"Summer vacation"
525588552,"1650451859162","Omer","Male","18","11","join","Cables",9.534,54,"Summer vacation"
532211887,"1650451859321","Jerusalem","Male","18","20","join","Internet,Cables",10.1,53,"Summer vacation"
527455886,"1650452517247","Ariel","Male","18","16","join","Internet,Cables",2.078,51,"Summer vacation"
547414741,"1650452516915","Tel sheva","Male","18","14","service","Internet,Cellular",1.446,52,"Summer vacation"
535554447,"1650452517077","Ariel","Male","18","18","join","Cables",3.12,50,"Summer vacation"
500022558,"1650452517435","Haifa","Male","18","11","report","Internet,Cellular",3.388,49,"Summer vacation"
538626154,"1650452521731","Raanana","Male","18","24","join","Internet,Cellular",1.402,48,"Summer vacation"
523322665,"1650452521879","Zihron yaakov","Male","18","13","disconnect","Internet,Cables",1.744,47,"Summer vacation"
502255223,"1650452522059","Ramat hasharon","Male","18","17","disconnect","Internet,Cables",2.028,46,"Summer vacation"
549922125,"1650452522205","Ofakim","Female","18","14","disconnect","Cellular,Cables",2.634,45,"Summer vacation"
545789999,"1650481168778","Raanana","Male","26","2","join","Cables,Cellular",2.967,60,"Holidays"
549632541,"1650481291782","Beer sheva","Female","18","1","join","Cellular",1.125,57,"Holidays"
545698745,"1650481169217","Rishon lezion","Female","18","2","report","Internet,Cellular",123.541,58,"Holidays"
525588552,"1650481168913","Omer","Male","18","1","join","Cables",123.568,59,"Holidays"
541425142,"1650481169064","Acre","Female","18","1","report","Internet,Cellular",188.651,51,"Holidays"
502255749,"1650481291659","Tel Aviv","Female","18","3","join","Internet,Cables",121.875,50,"Holidays"
502255223,"1650481412424","Ramat hasharon","Male","18","6","disconnect","Internet,Cables",1.281,49,"Holidays"
524563218,"1650481356974","Ramat gan","Male","18","2","service","Cables",57.923,48,"Holidays"
545698745,"1650481412563","Rishon lezion","Female","18","2","report","Internet,Cellular",9.066,47,"Holidays"
549922125,"1650481420506","Ofakim","Female","18","1","disconnect","Cellular,Cables",1.269,46,"Holidays"
555566558,"1650481412701","Holon","Male","18","55","report","Internet,Cellular",16.057,45,"Holidays"
547414741,"1650481420658","Tel sheva","Male","18","2","service","Internet,Cellular",8.617,44,"Holidays"
529966524,"1650481430557","Naharia","Male","18","14","report","Internet,Cables,Cellular",6.48,42,"Holidays"
535554447,"1650481430124","Ariel","Male","18","7","join","Cables",12.315,41,"Holidays"
529966524,"1650481446087","Naharia","Male","18","14","report","Internet,Cables,Cellular",1.811,38,"Holidays"
523322665,"1650481446553","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",2.93,35,"Holidays"
523322665,"1650481430276","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",6.347,43,"Holidays"
532211887,"1650481445938","Jerusalem","Male","18","7","join","Internet,Cables",1.495,39,"Holidays"
535554447,"1650481468471","Ariel","Male","18","7","join","Cables",2.014,32,"Holidays"
545698745,"1650481446239","Rishon lezion","Female","18","2","report","Internet,Cellular",2.225,37,"Holidays"
527455886,"1650481446403","Ariel","Male","18","3","join","Internet,Cables",2.573,36,"Holidays"
525488569,"1650481430422","Raanana","Male","18","3","join","Internet",12.474,40,"Holidays"
541425142,"1650481468737","Acre","Female","18","1","report","Internet,Cellular",0.861,34,"Holidays"
545789999,"1650481468606","Raanana","Male","26","2","join","Cables,Cellular",1.438,33,"Holidays"
541425142,"1650481468326","Acre","Female","18","1","report","Internet,Cellular",2.602,31,"Holidays"
545698745,"1650481468191","Rishon lezion","Female","18","2","report","Internet,Cellular",17.517,30,"Holidays"
525488569,"1650481483883","Raanana","Male","18","3","join","Internet",2.207,29,"Holidays"
555544554,"1650481484035","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.5,28,"Holidays"
502277495,"1650481484316","Hertzelia","Male","18","8","service","Internet,Cables",9.24,26,"Holidays"
502255749,"1650481555111","Tel Aviv","Female","18","3","join","Internet,Cables",4.652,119,"Holidays"
502277495,"1650481555286","Hertzelia","Male","18","8","service","Internet,Cables",38.396,11,"Holidays"
500022558,"1650481484180","Haifa","Male","18","1","report","Internet,Cellular",3.139,27,"Holidays"
555544554,"1650481688812","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.036,108,"Holidays"
525588552,"1650481688676","Omer","Male","18","1","join","Cables",1.753,109,"Holidays"
535554447,"1650481688978","Ariel","Male","18","7","join","Cables",2.323,107,"Holidays"
532211887,"1650481689278","Jerusalem","Male","18","7","join","Internet,Cables",2.885,105,"Holidays"
525588552,"1650481689130","Omer","Male","18","1","join","Cables",2.589,106,"Holidays"
555566558,"1650481689561","Holon","Male","18","55","report","Internet,Cellular",17.346,103,"Holidays"
549632541,"1650481689425","Beer sheva","Female","18","1","join","Cellular",17.105,104,"Holidays"
545698745,"1650481704370","Rishon lezion","Female","18","2","report","Internet,Cellular",2.943,102,"Holidays"
525588552,"1650481705230","Omer","Male","18","1","join","Cables",19.028,100,"Holidays"
502277495,"1650481704501","Hertzelia","Male","18","8","service","Internet,Cables",19.364,101,"Holidays"
555566558,"1650481705356","Holon","Male","18","55","report","Internet,Cellular",19.378,99,"Holidays"
555566558,"1650482050285","Holon","Male","18","55","report","Internet,Cellular",2.333,96,"Holidays"
523322665,"1650482050136","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",3.697,90,"Holidays"
502277495,"1650482050872","Hertzelia","Male","18","8","service","Internet,Cables",2.046,94,"Holidays"
538626154,"1650482050431","Raanana","Male","18","13","join","Internet,Cellular",3.552,89,"Holidays"
502255749,"1650482051031","Tel Aviv","Female","18","3","join","Internet,Cables",3.121,88,"Holidays"
502255223,"1650482056564","Ramat hasharon","Male","18","6","disconnect","Internet,Cables",2.636,84,"Holidays"
524477115,"1650482057349","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",3.281,79,"Holidays"
523322665,"1650482056726","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",3.557,80,"Holidays"
535554447,"1650482056244","Ariel","Male","18","7","join","Cables",5.527,75,"Holidays"
500022558,"1650482056073","Haifa","Male","18","1","report","Internet,Cellular",2.797,86,"Holidays"
549632541,"1650482056887","Beer sheva","Female","18","1","join","Cellular",2.467,83,"Holidays"
549632541,"1650482057036","Beer sheva","Female","18","1","join","Cellular",2.47,82,"Holidays"
529966524,"1650482057801","Naharia","Male","18","14","report","Internet,Cables,Cellular",4.355,74,"Holidays"
500022558,"1650482057509","Haifa","Male","18","1","report","Internet,Cellular",3.834,76,"Holidays"
502277495,"1650482081518","Hertzelia","Male","18","8","service","Internet,Cables",1.095,72,"Holidays"
541425142,"1650482459792","Acre","Female","18","1","report","Internet,Cellular",3.798,63,"Holidays"
525588552,"1650482459639","Omer","Male","18","1","join","Cables",3.315,65,"Holidays"
555566558,"1650482459944","Holon","Male","18","55","report","Internet,Cellular",3.163,64,"Holidays"
549632541,"1650482459016","Beer sheva","Female","18","1","join","Cellular",3.776,66,"Holidays"
532211887,"1650482458860","Jerusalem","Male","18","7","join","Internet,Cables",2.659,69,"Holidays"
555566558,"1650482439912","Holon","Male","18","55","report","Internet,Cellular",7.45,72,"Holidays"
527455886,"1650482459321","Ariel","Male","18","3","join","Internet,Cables",4.808,62,"Holidays"
502211864,"1650482459482","Kfar bara","Male","18","3","service","Internet,Cables,Cellular",2.353,67,"Holidays"
545789999,"1650482459165","Raanana","Male","26","2","join","Cables,Cellular",2.511,68,"Holidays"
525588552,"1650482440225","Omer","Male","18","1","join","Cables",8.049,70,"Holidays"
524563218,"1650482460084","Ramat gan","Male","18","2","service","Cables",4.804,61,"Holidays"
524477115,"1650482439450","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",6.809,75,"Holidays"
523322665,"1650482439755","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",7.256,73,"Holidays"
538626154,"1650482439596","Raanana","Male","18","13","join","Internet,Cellular",7.035,74,"Holidays"
502255223,"1650482440069","Ramat hasharon","Male","18","6","disconnect","Internet,Cables",7.695,71,"Holidays"
555566558,"1650482478881","Holon","Male","18","55","report","Internet,Cellular",3.211,60,"Holidays"
524477115,"1650482479194","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",3.107,59,"Holidays"
555544554,"1650482479815","Hod hasharon","Male","18","4","disconnect","Internet,Cables",2.892,57,"Holidays"
523322665,"1650482481131","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",1.983,55,"Holidays"
523322665,"1650482480320","Zihron yaakov","Male","18","1","disconnect","Internet,Cables",2.607,56,"Holidays"
529966524,"1650482479512","Naharia","Male","18","14","report","Internet,Cables,Cellular",2.99,58,"Holidays"
549632541,"1650482479036","Beer sheva","Female","18","1","join","Cellular",5.245,54,"Holidays"
524477115,"1650482480457","Ramat aviv","Male","18","5","disconnect","Internet,Cellular",4.313,52,"Holidays"
502211864,"1650482479987","Kfar bara","Male","18","3","service","Internet,Cables,Cellular",5.231,51,"Holidays"
525488569,"1650482479664","Raanana","Male","18","3","join","Internet",4.829,53,"Holidays"
527455886,"1650482479350","Ariel","Male","18","3","join","Internet,Cables",6.418,50,"Holidays"
549922125,"1650482984231","Ofakim","Female","18","14","disconnect","Cellular,Cables",2.071,93,"Holidays"
549632541,"1650482984523","Beer sheva","Female","18","13","join","Cellular",2.036,92,"Holidays"
500022558,"1650482984829","Haifa","Male","18","11","report","Internet,Cellular",3.298,89,"Holidays"
502277495,"1650482985002","Hertzelia","Male","18","21","report","Internet,Cables",3.565,88,"Holidays"
502255749,"1650482984684","Tel Aviv","Female","18","13","join","Internet,Cables",2.919,90,"Holidays"
525488569,"1650482984355","Raanana","Male","18","14","join","Internet",2.748,91,"Holidays"
529635875,"1650482994639","Raanana","Female","18","20","service","Internet",1.734,87,"Holidays"
535554447,"1650482994962","Ariel","Male","18","18","join","Cables",1.584,86,"Holidays"
549632541,"1650482995280","Beer sheva","Female","18","13","join","Cellular",1.461,85,"Holidays"
539875412,"1650482994799","Kfar saba","Female","18","12","join","Internet",2.926,84,"Holidays"
541425142,"1650482995123","Acre","Female","18","12","report","Internet,Cellular",3.067,83,"Holidays"
555566558,"1650482995453","Holon","Male","18","68","report","Internet,Cellular",3.24,82,"Holidays"
545789999,"1650483000061","Raanana","Male","26","14","join","Cables,Cellular",4.352,81,"Normal days"
502211864,"1650483000197","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",4.625,80,"Normal days"
555566558,"1650483000353","Holon","Male","18","68","report","Internet,Cellular",5.13,79,"Normal days"
545789999,"1650483000509","Raanana","Male","26","14","join","Cables,Cellular",5.443,78,"Normal days"
555544554,"1650483000665","haifa","Male","18","16","service","Internet,Cables",5.958,77,"Normal days"
555544554,"1650483444138","haifa","Male","18","16","service","Internet,Cables",3.974,76,"Normal days"
555566558,"1650483444461","Holon","Male","18","68","report","Internet,Cellular",3.989,75,"Normal days"
545789999,"1650483444294","Raanana","Male","26","14","join","Cables,Cellular",4.63,74,"Normal days"
545789999,"1650483444621","Raanana","Male","26","14","join","Cables,Cellular",4.761,73,"Normal days"
527455886,"1650483444779","Ariel","Male","18","16","join","Internet,Cables",5.079,72,"Normal days"
529635875,"1650483444940","Raanana","Female","18","20","service","Internet",5.725,71,"Normal days"
549922125,"1650483445099","Ofakim","Female","18","14","disconnect","Cellular,Cables",6.081,70,"Normal days"
500022558,"1650483445289","Haifa","Male","18","11","report","Internet,Cellular",6.431,69,"Normal days"
502211864,"1650483785464","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",1.664,68,"Normal days"
539875412,"1650483785614","Kfar saba","Female","18","12","join","Internet",2.116,67,"Normal days"
502277495,"1650483785792","Hertzelia","Male","18","21","report","Internet,Cables",2.544,66,"Normal days"
555566558,"1650483785962","Holon","Male","18","68","report","Internet,Cellular",2.894,65,"Normal days"
532211887,"1650483786144","Jerusalem","Male","18","20","join","Internet,Cables",3.312,64,"Normal days"
532211887,"1650483790646","Jerusalem","Male","18","20","join","Internet,Cables",1.696,63,"Normal days"
524477115,"1650483790804","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",2.728,62,"Normal days"
529966524,"1650483790966","Naharia","Male","18","24","report","Internet,Cables,Cellular",3.136,61,"Normal days"
502255223,"1650483791132","Ramat hasharon","Male","18","17","disconnect","Internet,Cables",3.572,60,"Normal days"
525488569,"1650484626133","Raanana","Male","18","14","join","Internet",7.876,59,"Normal days"
525488569,"1650484632565","Raanana","Male","18","14","join","Internet",2.502,57,"Normal days"
523322665,"1650484626285","Zihron yaakov","Male","18","13","disconnect","Internet,Cables",8.338,58,"Normal days"
502255223,"1650484632737","Ramat hasharon","Male","18","17","disconnect","Internet,Cables",2.78,56,"Normal days"
524563218,"1650484633065","Ramat gan","Male","18","13","service","Cables",3.765,54,"Normal days"
549632541,"1650484632899","Beer sheva","Female","18","13","join","Cellular",3.264,55,"Normal days"
502277495,"1650484639753","Hertzelia","Male","18","21","report","Internet,Cables",3.238,53,"Normal days"
524563218,"1650484639929","Ramat gan","Male","18","13","service","Cables",3.985,52,"Normal days"
539875412,"1650484640097","Kfar saba","Female","18","12","join","Internet",4.326,51,"Normal days"
525588552,"1650484640288","Omer","Male","18","11","join","Cables",4.684,50,"Normal days"
538626154,"1650484982154","Raanana","Male","18","24","join","Internet,Cellular",2.194,49,"Normal days"
541425142,"1650484982482","Acre","Female","18","12","report","Internet,Cellular",2.043,48,"Normal days"
541425142,"1650484982649","Acre","Female","18","12","report","Internet,Cellular",2.137,47,"Normal days"
555544554,"1650484982820","haifa","Male","18","16","service","Internet,Cables",2.436,46,"Normal days"
527455886,"1650484982976","Ariel","Male","18","16","join","Internet,Cables",2.808,45,"Normal days"
524477115,"1650484982315","Ramat aviv","Male","18","17","disconnect","Internet,Cellular",4.238,44,"Normal days"
529966524,"1650484983142","Naharia","Male","18","24","report","Internet,Cables,Cellular",4.031,43,"Normal days"
555566558,"1650484995437","Holon","Male","18","68","report","Internet,Cellular",1.823,42,"Summer vacation"
538626154,"1650484995796","Raanana","Male","18","24","join","Internet,Cellular",1.637,41,"Summer vacation"
523322665,"1650484996156","Zihron yaakov","Male","18","13","disconnect","Internet,Cables",1.456,40,"Summer vacation"
529635875,"1650484995626","Raanana","Female","18","20","service","Internet",3.126,39,"Summer vacation"
500022558,"1650484995974","Haifa","Male","18","11","report","Internet,Cellular",3.63,38,"Summer vacation"
539875412,"1650484996312","Kfar saba","Female","18","12","join","Internet",4.01,37,"Summer vacation"
545789999,"1650486160090","Raanana","Male","26","14","join","Cables,Cellular",7.063,108,"Summer vacation"
541425142,"1650486160432","Acre","Female","18","12","report","Internet,Cellular",6.966,107,"Summer vacation"
549922125,"1650486160266","Ofakim","Female","18","14","disconnect","Cellular,Cables",8.641,105,"Summer vacation"
538626154,"1650486159925","Raanana","Male","18","24","join","Internet,Cellular",3.51,109,"Holidays"
539875412,"1650486302299","Kfar saba","Female","18","12","join","Internet",3.858,98,"Summer vacation"
527455886,"1650486301573","Ariel","Male","18","16","join","Internet,Cables",2.154,102,"Summer vacation"
529635875,"1650486302117","Raanana","Female","18","20","service","Internet",1.812,101,"Summer vacation"
555544554,"1650486301779","haifa","Male","18","16","service","Internet,Cables",3.718,99,"Summer vacation"
538626154,"1650486301245","Raanana","Male","18","24","join","Internet,Cellular",2.275,103,"Summer vacation"
523322665,"1650486301397","Zihron yaakov","Male","18","13","disconnect","Internet,Cables",3.394,100,"Summer vacation"
549632541,"1650486482041","Beer sheva","Female","18","13","join","Cellular",1.922,97,"Summer vacation"
502211864,"1650486482213","Kfar bara","Male","18","13","service","Internet,Cables,Cellular",2.518,96,"Summer vacation"
529966524,"1650486482367","Naharia","Male","18","24","report","Internet,Cables,Cellular",2.792,95,"Summer vacation"
